,GOV18D,GOV18R,PRECID,NAME
0,0,0,1310903230,Arapahoe 230
1,0,0,2147483647,Arapahoe 256
2,0,0,2147483647,Arapahoe 359
3,0,0,2147483647,Arapahoe 561
4,1137,272,1330716745,Denver 745
5,0,0,2147483647,Arapahoe 349
6,0,0,2147483647,Arapahoe 357
7,0,0,2147483647,Adams 220
8,0,0,2147483647,Arapahoe 458
9,0,0,2147483647,Arapahoe 350
10,27,27,2147483647,Adams 222
11,188,183,2147483647,El Paso 648
12,768,196,1340516540,Denver 540
13,0,0,2147483647,Adams 223
14,0,0,2147483647,Arapahoe 348
15,0,0,2147483647,Arapahoe 361
16,0,0,2147483647,Arapahoe 424
17,0,0,2147483647,Arapahoe 457
18,0,0,2147483647,Adams 178
19,0,0,2147483647,Weld 315
20,3,9,2147483647,Weld 145
21,59,76,2147483647,Adams 177
22,0,0,1310903402,Arapahoe 402
23,3,11,2147483647,Montrose 015
24,476,620,2147483647,Douglas 349
25,8,13,1310903475,Arapahoe 475
26,0,0,2147483647,Adams 179
27,341,443,2147483647,Douglas 360
28,10,17,2147483647,Arapahoe 323
29,7,17,2147483647,Adams 224
30,2,23,2147483647,Lincoln 012
31,25,46,2147483647,Huerfano 008
32,283,178,2147483647,Adams 213
33,3,41,2147483647,Lincoln 008
34,9,20,2147483647,Jackson 004
35,254,223,2147483647,Larimer 548
36,7,16,2147483647,Moffat 004
37,246,182,2147483647,Broomfield 037
38,58,78,2147483647,Adams 197
39,9,21,2147483647,Larimer 424
40,74,245,2147483647,Baca 007
41,6,22,2147483647,Adams 241
42,14,26,2147483647,Adams 154
43,12,45,2147483647,Cheyenne 005
44,1051,280,1330716744,Denver 744
45,5,38,2147483647,Lincoln 011
46,333,316,2147483647,Arapahoe 356
47,15,39,2147483647,Jackson 002
48,327,632,2147483647,El Paso 420
49,4,68,2147483647,Kiowa 004
50,34,44,2147483647,Weld 338
51,1,48,2147483647,Rio Blanco 005
52,10,49,2147483647,San Miguel 005
53,4,63,2147483647,Baca 009
54,791,558,2147483647,Arapahoe 340
55,91,318,2147483647,Phillips 004
56,23,45,2147483647,Saguache 002
57,8,83,2147483647,Moffat 010
58,55,172,2147483647,Phillips 003
59,26,44,2147483647,Larimer 404
60,25,24,2147483647,Arapahoe 550
61,22,80,2147483647,El Paso 520
62,58,53,2147483647,Boulder 400
63,291,351,2147483647,Larimer 804
64,118,234,2147483647,Adams 174
65,11,40,2147483647,Gunnison 001
66,7,70,2147483647,Phillips 002
67,207,208,2147483647,Adams 212
68,15,96,2147483647,Jackson 003
69,27,44,2147483647,Las Animas 002
70,67,4,1310516530,Denver 530
71,405,405,2147483647,Douglas 355
72,41,71,2147483647,Huerfano 011
73,211,239,2147483647,Adams 168
74,27,69,2147483647,Adams 161
75,68,52,2147483647,Jefferson 096
76,49,20,2147483647,Costilla 006
77,26,41,2147483647,Adams 173
78,23,92,2147483647,Weld 129
79,217,495,2147483647,El Paso 449
80,326,568,2147483647,El Paso 454
81,148,276,2147483647,Adams 163
82,51,37,2147483647,Pueblo 065
83,14,84,2147483647,Washington 001
84,111,165,2147483647,Adams 194
85,197,364,2147483647,Weld 148
86,444,383,2147483647,Douglas 257
87,54,83,2147483647,Larimer 425
88,45,123,2147483647,Huerfano 005
89,93,105,2147483647,Adams 201
90,8,93,2147483647,Cheyenne 001
91,36,122,2147483647,El Paso 653
92,92,57,2147483647,Boulder 706
93,13,98,2147483647,Yuma 007
94,14,88,2147483647,Baca 005
95,47,92,2147483647,Montrose 011
96,281,144,2147483647,La Plata 031
97,12,127,2147483647,Lincoln 010
98,19,66,2147483647,Montrose 010
99,99,98,2147483647,Larimer 102
100,28,87,2147483647,El Paso 554
101,19,86,2147483647,Kit Carson 010
102,21,126,2147483647,Yuma 008
103,20,80,2147483647,Lincoln 009
104,26,141,2147483647,Phillips 005
105,96,13,2147483647,Costilla 003
106,176,211,2147483647,Adams 203
107,151,186,2147483647,Adams 072
108,17,111,2147483647,Washington 003
109,94,96,1160130001,Jefferson 001
110,25,105,2147483647,Baca 006
111,281,232,2147483647,Arapahoe 347
112,294,370,2147483647,Larimer 814
113,57,93,2147483647,Gunnison 012
114,129,11,2147483647,Costilla 001
115,50,27,2147483647,Arapahoe 127
116,113,96,2147483647,Las Animas 008
117,387,77,2145235247,Larimer 247
118,422,254,1310916940,Denver 940
119,30,83,2147483647,Eagle 010
120,28,135,2147483647,El Paso 525
121,69,100,2147483647,Adams 225
122,35,8,2147483647,Broomfield 005
123,27,129,2147483647,Pueblo 110
124,20,8,2147483647,Arapahoe 358
125,88,28,2052619001,Eagle 001
126,20,112,2147483647,Baca 003
127,8,112,2147483647,Yuma 005
128,57,50,2147483647,Costilla 005
129,355,439,2147483647,Douglas 267
130,33,114,2147483647,Mesa 011
131,13,138,2147483647,Las Animas 001
132,32,104,2147483647,Fremont 028
133,92,113,2147483647,El Paso 745
134,2009,1836,2147483647,Jefferson 211
135,24,120,2147483647,Lincoln 004
136,62,25,2147483647,Pueblo 045
137,20,173,2147483647,Logan 016
138,51,73,2147483647,El Paso 181
139,56,122,2147483647,Douglas 403
140,21,147,2147483647,Lincoln 006
141,57,105,2147483647,Saguache 004
142,113,86,2147483647,Adams 219
143,119,42,2147483647,Dolores 001
144,12,118,2147483647,Kiowa 001
145,52,138,2147483647,Sedgwick 004
146,912,207,1330716702,Denver 702
147,52,80,2147483647,Adams 226
148,183,53,1310916905,Denver 905
149,175,49,2147483647,Boulder 902
150,36,90,2147483647,Fremont 025
151,200,149,2147483647,Las Animas 013
152,22,166,2147483647,Kit Carson 011
153,573,461,2147483647,Arapahoe 381
154,182,61,2147483647,Boulder 905
155,29,138,2147483647,Kit Carson 012
156,17,85,2147483647,Adams 200
157,31,137,2147483647,Lincoln 001
158,84,67,2147483647,El Paso 109
159,136,87,2147483647,Gunnison 002
160,688,250,2147483647,Broomfield 003
161,117,54,2147483647,Saguache 003
162,14,156,2147483647,Moffat 006
163,344,597,2147483647,Larimer 811
164,211,221,2147483647,Adams 156
165,94,121,2147483647,Eagle 021
166,136,122,2147483647,Adams 155
167,169,21,1330716712,Denver 712
168,85,133,2147483647,Weld 328
169,203,67,1310616609,Denver 609
170,90,147,2147483647,Arapahoe 328
171,59,159,2147483647,Douglas 106
172,343,445,2147483647,Larimer 435
173,39,203,2147483647,Dolores 002
174,178,130,2147483647,Boulder 702
175,101,194,2147483647,Adams 160
176,76,83,2147483647,Adams 139
177,590,792,2147483647,Adams 165
178,41,185,2147483647,Cheyenne 004
179,126,30,2147483647,Costilla 002
180,21,160,2147483647,Washington 005
181,37,185,2147483647,Baca 001
182,31,210,2147483647,Weld 102
183,179,203,2147483647,Adams 195
184,882,188,2147483647,Boulder 213
185,59,95,2147483647,Huerfano 007
186,193,224,2147483647,Adams 075
187,55,40,2147483647,Pueblo 064
188,67,189,2147483647,Gunnison 011
189,35,182,2147483647,Morgan 012
190,53,158,2147483647,Crowley 004
191,187,99,2147483647,Boulder 704
192,245,222,2147483647,Arapahoe 443
193,68,215,2147483647,Weld 231
194,22,114,2147483647,Yuma 003
195,32,77,2147483647,Rio Grande 006
196,129,197,2147483647,Arapahoe 201
197,164,186,2147483647,Adams 202
198,69,141,2147483647,Park 004
199,92,194,2147483647,Adams 227
200,264,475,2147483647,Larimer 810
201,25,195,2147483647,Kiowa 002
202,37,118,2147483647,Moffat 008
203,55,235,2147483647,Phillips 006
204,34,156,2147483647,Sedgwick 005
205,919,140,1340516515,Denver 515
206,108,139,2147483647,Conejos 007
207,276,64,1310616610,Denver 610
208,134,113,2086159012,Summt 012
209,227,73,2147483647,Boulder 915
210,26,179,2147483647,Kit Carson 013
211,49,188,2147483647,Sedgwick 002
212,132,167,2147483647,Arapahoe 202
213,27,214,2147483647,Yuma 010
214,113,97,2147483647,Arapahoe 276
215,135,248,2147483647,Las Animas 009
216,22,21,2147483647,Adams 196
217,160,166,1260303135,Arapahoe 135
218,213,31,2147483647,Boulder 832
219,333,60,2147483647,Boulder 873
220,57,133,2147483647,Crowley 006
221,143,30,2147483647,Costilla 004
222,408,679,2147483647,Douglas 265
223,114,214,2147483647,Fremont 023
224,103,83,2147483647,Adams 130
225,487,901,2147483647,Douglas 344
226,42,168,2147483647,Kit Carson 008
227,47,239,2147483647,Dolores 003
228,121,48,2147483647,Arapahoe 258
229,32,225,2147483647,Cheyenne 002
230,91,100,2147483647,Adams 183
231,53,257,2147483647,Kiowa 003
232,145,233,2147483647,Las Animas 007
233,310,264,2147483647,Arapahoe 380
234,325,222,1260303113,Arapahoe 113
235,21,228,2147483647,Yuma 009
236,38,223,2147483647,Logan 014
237,88,183,2147483647,El Paso 159
238,53,121,2147483647,Crowley 003
239,199,150,2147483647,Arapahoe 254
240,101,200,2147483647,Las Animas 005
241,36,242,2147483647,Logan 012
242,116,238,2147483647,Adams 164
243,191,173,2147483647,Huerfano 010
244,159,64,2147483647,La Plata 027
245,73,173,2147483647,Kit Carson 006
246,135,316,2147483647,Fremont 021
247,117,60,2147483647,Pueblo 019
248,229,101,1310903138,Arapahoe 138
249,218,151,2147483647,Las Animas 014
250,62,216,2147483647,Jackson 001
251,247,145,2147483647,Boulder 703
252,149,243,2147483647,El Paso 741
253,87,201,2147483647,Custer 002
254,82,163,2147483647,Sedgwick 003
255,197,169,2147483647,Boulder 407
256,193,430,2147483647,Weld 153
257,303,174,2147483647,Arapahoe 455
258,294,511,2147483647,Larimer 813
259,82,155,2147483647,Rio Grande 013
260,186,122,2147483647,Huerfano 001
261,75,193,2147483647,Jackson 005
262,409,269,2147483647,La Plata 010
263,328,512,2147483647,El Paso 424
264,193,152,2147483647,Adams 221
265,131,45,2147483647,La Plata 009
266,32,262,2147483647,Weld 101
267,39,202,2147483647,Kit Carson 007
268,385,272,2147483647,Arapahoe 173
269,193,203,2147483647,Arapahoe 156
270,269,134,2147483647,Boulder 405
271,46,130,2147483647,Lincoln 005
272,55,210,2147483647,El Paso 500
273,107,163,2147483647,Archuleta 004
274,288,370,2147483647,Larimer 525
275,42,212,2147483647,Adams 249
276,152,317,2147483647,Broomfield 034
277,136,95,2021310002,Clear Creek 002
278,236,133,2147483647,Boulder 916
279,409,120,1340816809,Denver 809
280,418,943,2147483647,Weld 130
281,345,72,2147483647,Boulder 805
282,102,98,2147483647,Rio Grande 001
283,80,147,2147483647,Crowley 002
284,465,754,2147483647,Weld 133
285,291,410,2147483647,Adams 142
286,142,216,2147483647,Adams 176
287,114,274,2147483647,Adams 166
288,203,113,1320116115,Denver 115
289,170,105,2147483647,Conejos 003
290,196,190,2147483647,Routt 007
291,301,33,1330716711,Denver 711
292,59,214,2147483647,Adams 245
293,57,27,2147483647,Adams 105
294,152,149,2147483647,Jefferson 097
295,65,193,2147483647,Lincoln 013
296,40,196,2147483647,Baca 002
297,75,246,2147483647,Pueblo 303
298,319,270,2147483647,Douglas 270
299,51,336,2147483647,Weld 103
300,338,421,2147483647,Larimer 531
301,157,281,2147483647,Ouray 004
302,102,243,2147483647,Pueblo 304
303,49,210,2147483647,Kit Carson 004
304,179,223,1263803141,Arapahoe 141
305,369,44,2147483647,Boulder 900
306,78,236,2147483647,Baca 008
307,77,117,2147483647,Adams 184
308,103,174,2147483647,Teller 006
309,325,587,2147483647,El Paso 423
310,53,48,2147483647,Pueblo 020
311,195,77,2147483647,Pueblo 044
312,162,129,1202230015,Jefferson 015
313,212,107,2147483647,Pueblo 040
314,182,43,2147483647,Pueblo 101
315,177,144,2147483647,Arapahoe 345
316,64,195,2147483647,Lincoln 007
317,73,214,2147483647,Sedgwick 001
318,70,150,2147483647,Otero 017
319,207,143,2147483647,Arapahoe 166
320,56,196,2147483647,Montrose 016
321,371,41,2147483647,Boulder 904
322,176,127,2147483647,Arapahoe 128
323,174,250,2147483647,Adams 185
324,254,149,2147483647,Arapahoe 245
325,582,313,2147483647,Broomfield 001
326,305,358,2147483647,Larimer 802
327,68,236,2147483647,Weld 202
328,88,321,2147483647,Montezuma 001
329,253,202,2147483647,Arapahoe 453
330,386,735,2147483647,Larimer 808
331,23,289,2147483647,Washington 006
332,258,121,2147483647,Ouray 001
333,308,343,2147483647,Larimer 436
334,572,84,2147483647,Boulder 801
335,45,261,2147483647,Cheyenne 003
336,282,149,1260303110,Arapahoe 110
337,184,352,2147483647,Douglas 358
338,41,204,2147483647,Pueblo 112
339,95,266,2147483647,Rio Grande 007
340,237,625,2147483647,El Paso 450
341,659,144,1330716743,Denver 743
342,365,366,2147483647,Arapahoe 441
343,393,144,2147483647,Boulder 402
344,95,216,2147483647,Adams 242
345,689,343,2147483647,Boulder 411
346,44,220,2147483647,Kit Carson 009
347,259,206,1260303134,Arapahoe 134
348,90,342,2147483647,Garfield 024
349,112,262,2147483647,Adams 169
350,565,726,2147483647,Douglas 201
351,126,323,2147483647,Douglas 104
352,231,294,2147483647,Boulder 707
353,38,200,2147483647,Lincoln 002
354,24,192,2147483647,Montrose 008
355,160,319,2147483647,Arapahoe 324
356,228,77,2147483647,Pueblo 041
357,348,383,2147483647,Arapahoe 375
358,126,330,2147483647,Park 005
359,135,78,2147483647,Rio Grande 012
360,166,126,2021310003,Clear Creek 003
361,175,51,2147483647,Pueblo 076
362,353,100,2147483647,Boulder 906
363,46,281,2147483647,Prowers 006
364,120,275,2147483647,Fremont 029
365,207,277,2147483647,Arapahoe 148
366,201,190,2147483647,Pueblo 056
367,105,90,2147483647,Rio Grande 004
368,486,46,2147483647,Boulder 825
369,172,136,1260303140,Arapahoe 140
370,38,189,2147483647,Prowers 002
371,148,44,2147483647,Pueblo 039
372,164,80,2147483647,Pueblo 049
373,217,312,2147483647,Jefferson 064
374,57,333,2147483647,Weld 312
375,188,55,2147483647,Pueblo 043
376,266,149,2147483647,Arapahoe 421
377,422,49,2147483647,Boulder 909
378,51,299,2147483647,Morgan 013
379,271,167,2147483647,San Juan 001
380,88,278,2147483647,Logan 015
381,457,75,2147483647,Boulder 839
382,410,82,2147483647,Boulder 206
383,59,212,2147483647,Kit Carson 003
384,43,147,2147483647,Kit Carson 002
385,55,238,2147483647,Prowers 013
386,199,77,2147483647,Arapahoe 560
387,535,837,2147483647,Douglas 305
388,84,261,2147483647,Otero 006
389,259,319,2147483647,Mineral 1
390,226,589,2147483647,El Paso 217
391,217,488,2147483647,Douglas 402
392,445,788,2147483647,Larimer 803
393,173,71,2147483647,Pueblo 042
394,77,170,2147483647,Moffat 013
395,72,362,2147483647,Weld 120
396,116,206,2147483647,Conejos 009
397,309,173,2147483647,Boulder 506
398,212,140,2021310006,Clear Creek 006
399,430,495,2147483647,Adams 069
400,243,175,1260303121,Arapahoe 121
401,449,101,1330716703,Denver 703
402,393,75,1330816847,Denver 847
403,250,312,2147483647,Gilpin 002
404,351,111,2147483647,La Plata 006
405,112,275,2147483647,Fremont 026
406,157,305,2147483647,Adams 167
407,421,74,2147483647,Boulder 914
408,265,62,2147483647,Conejos 004
409,191,186,2147483647,Arapahoe 278
410,173,97,2147483647,La Plata 024
411,277,244,2147483647,Adams 218
412,399,192,2147483647,Boulder 401
413,119,242,2147483647,Routt 010
414,396,483,2147483647,El Paso 651
415,366,96,2147483647,San Miguel 003
416,178,98,2147483647,Pueblo 078
417,228,247,2147483647,Jefferson 060
418,281,369,2147483647,Larimer 501
419,146,132,2147483647,Adams 211
420,438,69,1330616601,Denver 601
421,370,140,1260303120,Arapahoe 120
422,170,261,2147483647,Pueblo 005
423,200,167,2147483647,Rio Grande 002
424,216,146,2086159008,Summt 008
425,350,428,2147483647,Larimer 508
426,208,136,2147483647,Jefferson 203
427,304,221,2147483647,Arapahoe 196
428,49,270,2147483647,Yuma 001
429,410,132,2147483647,Boulder 209
430,491,40,2147483647,Boulder 856
431,450,127,2147483647,Boulder 850
432,386,143,1320216228,Denver 228
433,110,88,2147483647,Adams 066
434,319,173,2147483647,Boulder 701
435,66,270,2147483647,Phillips 007
436,308,221,2147483647,Boulder 705
437,383,663,2147483647,Weld 339
438,269,309,2147483647,Adams 153
439,275,379,2147483647,Adams 180
440,348,49,2147483647,Boulder 836
441,126,115,2147483647,Pueblo 059
442,450,49,2147483647,Boulder 869
443,249,402,2147483647,Weld 253
444,468,66,2147483647,Boulder 861
445,526,711,2147483647,Douglas 351
446,340,233,2147483647,Arapahoe 157
447,431,70,2147483647,Boulder 840
448,220,123,2147483647,Pueblo 068
449,67,240,2147483647,El Paso 828
450,376,244,2145235242,Larimer 242
451,416,58,1310816855,Denver 855
452,453,118,2147483647,Boulder 913
453,151,103,2147483647,Lake 002
454,365,549,2147483647,El Paso 445
455,294,538,2147483647,Weld 125
456,248,169,2147483647,Pueblo 055
457,210,63,2147483647,Conejos 001
458,1028,333,2147483647,Broomfield 006
459,369,192,1320616638,Denver 638
460,250,325,2147483647,Larimer 805
461,137,248,2147483647,Bent 005
462,250,363,2147483647,Larimer 807
463,228,387,2147483647,Archuleta 005
464,134,184,2147483647,Pueblo 210
465,253,320,2147483647,Arapahoe 215
466,82,236,2147483647,Prowers 012
467,273,235,2147483647,Arapahoe 188
468,835,706,2147483647,Arapahoe 355
469,280,193,2147483647,Gilpin 005
470,585,364,2145235203,Larimer 203
471,462,60,2147483647,Boulder 881
472,236,270,2147483647,Arapahoe 331
473,151,302,2147483647,Pueblo 217
474,264,189,2147483647,Jefferson 069
475,88,24,2147483647,Pueblo 035
476,484,79,2147483647,Boulder 864
477,65,285,2147483647,Prowers 007
478,143,145,2147483647,Costilla 008
479,408,85,1330816840,Denver 840
480,497,43,2147483647,Boulder 885
481,269,211,2147483647,Costilla 007
482,429,123,2147483647,Gunnison 004
483,531,53,2147483647,Boulder 820
484,399,140,1260303109,Arapahoe 109
485,384,151,1310903139,Arapahoe 139
486,468,44,2147483647,Boulder 865
487,156,441,2147483647,Weld 121
488,71,176,2147483647,Moffat 012
489,243,296,2147483647,Fremont 024
490,181,172,2147483647,Conejos 002
491,225,401,2147483647,Douglas 310
492,290,88,2147483647,Gunnison 015
493,79,154,2147483647,Prowers 001
494,440,120,2147483647,Boulder 201
495,283,89,2147483647,Boulder 105
496,364,237,1320916925,Denver 925
497,229,663,2147483647,Larimer 809
498,404,186,1260303108,Arapahoe 108
499,86,285,2147483647,Mesa 019
500,142,314,2147483647,Weld 313
501,60,373,2147483647,Logan 011
502,280,230,2147483647,Ouray 002
503,262,218,2147483647,Eagle 016
504,225,119,2147483647,Huerfano 003
505,486,62,2147483647,Boulder 882
506,65,384,2147483647,Dolores 004
507,218,318,2147483647,Hinsdale 1
508,294,186,2147483647,Gilpin 004
509,213,280,2147483647,Adams 199
510,566,327,1310916937,Denver 937
511,227,333,2147483647,La Plata 015
512,485,65,2147483647,Boulder 860
513,199,346,2147483647,Boulder 708
514,315,273,2147483647,Adams 036
515,190,271,2147483647,Park 009
516,246,296,2147483647,Larimer 401
517,180,65,2147483647,Pueblo 054
518,257,291,2147483647,Huerfano 002
519,142,100,2147483647,Rio Grande 009
520,222,351,2147483647,Douglas 335
521,277,205,2147483647,Pueblo 036
522,309,232,2147483647,Arapahoe 227
523,338,260,2021310008,Clear Creek 008
524,378,370,2145235236,Larimer 236
525,257,276,2147483647,Pueblo 058
526,462,49,2147483647,Boulder 870
527,393,67,1330816839,Denver 839
528,82,314,2147483647,Yuma 012
529,326,249,2147483647,Adams 217
530,515,129,1310616607,Denver 607
531,489,31,2147483647,Boulder 848
532,435,184,1340516517,Denver 517
533,299,170,2147483647,Routt 004
534,262,207,2147483647,Pueblo 037
535,276,188,1260303129,Arapahoe 129
536,351,153,2147483647,Boulder 901
537,199,130,2147483647,Pueblo 053
538,162,229,2147483647,Otero 015
539,372,186,2147483647,Adams 003
540,361,106,2147483647,Boulder 629
541,605,64,2147483647,Saguache 005
542,457,283,1320616634,Denver 634
543,78,375,2147483647,Arapahoe 365
544,910,666,2147483647,Weld 307
545,244,528,2147483647,Weld 305
546,234,515,2147483647,Douglas 359
547,61,362,2147483647,Washington 004
548,127,63,2147483647,Rio Grande 015
549,214,369,2147483647,Archuleta 003
550,78,32,2147483647,Pueblo 033
551,495,40,2147483647,Boulder 828
552,523,133,2147483647,Boulder 508
553,237,287,2081325001,Grand 001
554,291,160,2081325011,Grand 011
555,312,188,2147483647,Arapahoe 205
556,70,394,2147483647,Logan 013
557,140,135,2147483647,Conejos 010
558,429,51,1320516532,Denver 532
559,138,213,2147483647,Otero 002
560,350,235,2147483647,Boulder 406
561,202,193,2147483647,Adams 078
562,517,48,2147483647,Boulder 862
563,327,267,2147483647,Arapahoe 228
564,70,311,2147483647,Bent 002
565,350,229,2147483647,Arapahoe 226
566,301,394,2147483647,Weld 151
567,488,851,2147483647,El Paso 225
568,210,414,2147483647,Douglas 107
569,127,181,2147483647,Rio Grande 014
570,531,35,1330816818,Denver 818
571,289,262,2147483647,Arapahoe 181
572,253,416,2147483647,Weld 216
573,571,891,2147483647,Douglas 354
574,463,145,1310616614,Denver 614
575,560,112,1310616611,Denver 611
576,346,231,2147483647,Arapahoe 197
577,93,223,2147483647,Pueblo 111
578,516,774,2147483647,Douglas 113
579,495,137,2147483647,Boulder 504
580,605,43,2147483647,Boulder 815
581,535,111,1320216232,Denver 232
582,290,231,2147483647,Arapahoe 174
583,136,296,2147483647,Rio Grande 008
584,299,195,2147483647,Jefferson 055
585,175,322,2147483647,Adams 198
586,338,176,2147483647,Arapahoe 510
587,340,150,2081325009,Grand 009
588,107,76,2147483647,Arapahoe 360
589,334,266,2147483647,Boulder 653
590,79,165,2147483647,Prowers 004
591,177,206,2147483647,Weld 226
592,355,246,2147483647,Larimer 407
593,447,222,2145235222,Larimer 222
594,64,368,2147483647,Yuma 006
595,238,218,2147483647,Gilpin 001
596,219,283,2147483647,Huerfano 009
597,167,409,2147483647,Park 006
598,257,311,2147483647,Arapahoe 184
599,627,115,2147483647,Boulder 888
600,237,354,2147483647,Douglas 214
601,624,149,1340516542,Denver 542
602,251,192,2147483647,Arapahoe 275
603,206,215,2147483647,Las Animas 004
604,264,229,2147483647,Arapahoe 179
605,493,356,2147483647,Arapahoe 352
606,531,732,2147483647,Arapahoe 377
607,329,258,2147483647,Adams 045
608,343,295,2147483647,Arapahoe 180
609,495,73,2147483647,Boulder 877
610,279,132,2147483647,Arapahoe 431
611,429,164,2147483647,Pitkin 010
612,206,457,2147483647,Park 007
613,284,277,2147483647,Gunnison 007
614,501,424,2147483647,Arapahoe 378
615,604,107,2147483647,Boulder 817
616,156,298,2147483647,Fremont 015
617,283,216,2147483647,Arapahoe 236
618,369,178,2086159003,Summt 003
619,324,304,2147483647,Arapahoe 442
620,125,220,2147483647,Rio Grande 011
621,269,378,2147483647,Arapahoe 203
622,239,273,2147483647,Adams 182
623,169,164,2147483647,Conejos 005
624,70,237,2147483647,Yuma 011
625,51,300,2147483647,Kit Carson 005
626,69,137,2147483647,Prowers 009
627,237,407,2147483647,Larimer 402
628,233,340,2147483647,Gunnison 008
629,210,469,2147483647,Douglas 317
630,85,417,2147483647,Morgan 002
631,251,238,2147483647,Weld 149
632,146,156,2147483647,Otero 007
633,381,284,2147483647,Arapahoe 152
634,483,193,1320216229,Denver 229
635,75,254,2147483647,Rio Grande 005
636,300,324,2147483647,Adams 046
637,437,199,1310916933,Denver 933
638,78,158,2147483647,Prowers 003
639,322,193,2147483647,Arapahoe 449
640,407,73,2147483647,Boulder 841
641,370,161,2147483647,Boulder 200
642,292,202,2147483647,Arapahoe 235
643,1146,920,2147483647,Jefferson 215
644,285,165,2147483647,Arapahoe 422
645,307,76,1260303106,Arapahoe 106
646,238,199,2147483647,Arapahoe 465
647,285,125,2147483647,Arapahoe 509
648,579,215,2147483647,Boulder 700
649,705,130,1330716713,Denver 713
650,188,455,2147483647,Douglas 406
651,352,172,2147483647,Arapahoe 426
652,318,321,2147483647,Arapahoe 172
653,354,326,2147483647,Jefferson 043
654,406,201,1320216247,Denver 247
655,156,369,2147483647,Garfield 018
656,323,338,2147483647,Arapahoe 221
657,371,338,2147483647,Arapahoe 440
658,268,466,2147483647,El Paso 301
659,163,124,2147483647,Otero 010
660,127,286,2147483647,Routt 002
661,238,191,2147483647,Arapahoe 445
662,434,143,2147483647,Routt 012
663,284,138,2147483647,Lake 005
664,647,43,2147483647,Boulder 883
665,303,485,2147483647,Weld 210
666,61,266,2147483647,Yuma 014
667,408,689,2147483647,El Paso 223
668,558,139,1320216223,Denver 223
669,416,777,2147483647,El Paso 220
670,303,172,2147483647,Arapahoe 248
671,649,49,2147483647,Boulder 826
672,393,205,1320916926,Denver 926
673,261,315,2147483647,Pueblo 403
674,554,234,1310616645,Denver 645
675,267,205,2147483647,Adams 207
676,187,67,2147483647,Pueblo 047
677,324,126,2081325006,Grand 006
678,559,286,1310616619,Denver 619
679,361,287,2147483647,Arapahoe 206
680,559,128,1320216226,Denver 226
681,108,210,2147483647,Prowers 011
682,590,89,2147483647,Boulder 863
683,369,260,2147483647,Arapahoe 242
684,563,467,2147483647,Adams 252
685,280,611,2147483647,Weld 227
686,327,221,2147483647,Pueblo 057
687,231,202,2147483647,Adams 067
688,476,412,2147483647,Adams 063
689,535,239,2147483647,Ouray 005
690,558,154,2147483647,Boulder 505
691,254,163,2147483647,Huerfano 006
692,573,293,2147483647,Boulder 502
693,546,306,2145235241,Larimer 241
694,604,113,1310616605,Denver 605
695,567,167,2147483647,Boulder 215
696,183,333,2081325008,Grand 008
697,190,685,2147483647,Elbert 5
698,153,134,2147483647,Bent 004
699,253,293,2081325010,Grand 010
700,286,325,2147483647,Adams 071
701,316,445,2147483647,El Paso 652
702,62,244,2147483647,Yuma 002
703,236,427,2147483647,Teller 005
704,332,194,2086159011,Summt 011
705,414,302,2147483647,Arapahoe 249
706,229,135,2147483647,Pueblo 067
707,490,272,1310616618,Denver 618
708,335,234,2021310005,Clear Creek 005
709,197,304,2147483647,Larimer 549
710,325,174,2147483647,Pueblo 061
711,235,53,2147483647,Arapahoe 406
712,770,802,2147483647,Jefferson 099
713,573,45,1330716709,Denver 709
714,312,528,2147483647,Chaffee 004
715,259,141,2147483647,Arapahoe 301
716,678,57,2147483647,Boulder 854
717,464,154,2145235244,Larimer 244
718,331,308,2147483647,Adams 055
719,651,82,2147483647,Boulder 859
720,260,524,2147483647,Adams 162
721,245,478,2147483647,Douglas 268
722,330,318,2147483647,Routt 001
723,385,272,1310916931,Denver 931
724,653,139,2147483647,Boulder 911
725,538,146,1320216225,Denver 225
726,389,305,1160116129,Denver 129
727,431,160,2147483647,Gilpin 006
728,678,57,2147483647,Boulder 866
729,449,63,2147483647,Boulder 847
730,136,286,2147483647,Otero 004
731,512,132,1310616626,Denver 626
732,490,38,2147483647,Boulder 879
733,163,510,2147483647,Adams 244
734,134,119,2147483647,El Paso 631
735,484,143,2147483647,Boulder 107
736,506,110,2147483647,Boulder 910
737,209,451,2147483647,Mesa 008
738,467,207,2145335310,Larimer 310
739,784,149,1310816850,Denver 850
740,496,38,2147483647,Boulder 878
741,521,47,2147483647,Boulder 844
742,1137,733,2147483647,Broomfield 035
743,380,244,2147483647,Pueblo 060
744,381,185,2145335342,Larimer 342
745,633,71,2147483647,Boulder 886
746,672,107,2147483647,Boulder 868
747,300,384,2147483647,Arapahoe 146
748,518,158,2147483647,Boulder 624
749,157,41,2147483647,Arapahoe 545
750,521,255,2147483647,Larimer 602
751,493,89,2145335341,Larimer 341
752,274,414,1162230010,Jefferson 010
753,564,50,1330816819,Denver 819
754,194,44,2147483647,Pueblo 048
755,263,326,2147483647,Pueblo 401
756,283,249,2147483647,Gunnison 006
757,359,117,1340516526,Denver 526
758,636,50,1330816815,Denver 815
759,514,179,2147483647,Boulder 315
760,515,322,1310616617,Denver 617
761,390,504,2147483647,Douglas 321
762,286,190,2147483647,Broomfield 008
763,573,67,1330816816,Denver 816
764,256,280,2147483647,Adams 084
